QALY,TotalCost
12.416765827752991,26942.60612199945
12.391870702397178,27202.088081666097
12.408790376683823,26914.89688399943
12.455949632016651,26682.855313332755
12.414449067766427,26998.941917332813
12.437635073230608,26912.939566666188
12.416436234486012,27092.065846999372
12.425480092331256,27172.249748666032
12.414246614053575,26860.833547332753
12.450112127951275,26562.77928933278
12.390571504200542,27276.989145332755
12.408518369666664,26937.828737332748
12.4574176188717,26510.636536332742
12.40020433432954,27279.364302999405
12.417178647569939,26850.075489999424
12.433996223061813,26758.60610466612
12.426774354779111,26709.257061999404
12.44251846737462,26625.114867999415
12.406835189325575,27087.066831332697
12.402421054345767,26801.227737332778
12.411736579825538,26985.17428266604
12.391908990604456,27064.675044666088
12.383537216862981,27440.26844233275
12.408382974596597,27102.154899999474
12.451325150553018,26669.437700666123
12.39719215200523,27135.17996966606
12.406309238268403,27004.923844666013
12.392067227274854,27334.08055133271
12.363895244010598,27487.14684133279
12.427969146172995,26776.953101332765
12.374012452927998,27374.538547999367
12.455094524137467,26415.557020666074
12.407619940913335,27004.510103332737
12.429532994203898,26643.264416666116
12.415075349856767,26866.616145332744
12.420471497106567,26950.55488866611
12.422752821607814,27011.0045853328
12.413300702835016,26967.786910332845
12.42942011806892,26848.244513332793
12.439529402313424,26968.831927999447
12.400875634555202,27246.75347599936
12.44948048171864,26576.58922466611
12.394895570106229,27324.345033332746
12.419671290673895,26952.159302666118
12.411849097166106,26744.55213799945
12.463289726239704,26450.375357332712
12.419965992637936,27329.17386999942
12.43077974063409,26585.859542666112
12.43028408465893,26697.93769499941
12.42403764477762,26808.44130166608
12.386705999972813,27234.527110666102
12.429537803964505,26985.51444399939
12.43801428458918,26712.29612799946
12.439789113619847,26802.859394666102
12.428102503393655,26875.867715332675
12.40071662597938,26999.694823999365
12.44220507436194,26829.271103332754
12.381506012457661,27468.506899999364
12.445346665930854,26485.632047332787
12.430260580964351,27116.6698839994
12.407440911806031,26923.189003332718
12.411732650982442,27070.5933146661
12.426586101054136,26955.584111332755
12.434195932122673,26936.57561999939
12.399795557469249,26804.21039533275
12.433458153775982,26503.232713332778
12.438587466623634,26719.137457999423
12.39496234998051,27207.201807999394
12.43863966381834,26545.716373999392
12.416559920947957,26798.074259999423
12.377722871203831,27509.77901399949
12.42353224674776,26876.983681999394
12.43734734790924,26677.679729999432
12.418696435969245,27114.055147332758
12.40346215163887,27155.55639399936
12.415268305689409,26881.848497999435
12.389446443991856,27209.54683733273
12.432694039631148,26964.580323999355
12.394761310154676,27171.872471999428
12.454849669254605,26493.898540332746
12.429218179537495,26827.633457999364
12.454274212432038,26607.70557599947
12.381634881885144,27456.446581332708
12.437758679247334,26607.43273266607
12.406313777981042,26816.06599733273
12.438501425685603,26796.42463399942
12.419231825535821,26740.67070733281
12.410099730287051,27331.658824666156
12.41742300989625,26966.47977999935
12.413387078048148,26898.167257999467
12.395587888863197,27302.667939999337
12.409249109432274,26897.443711332773
12.42246850131852,27031.768599999446
12.412246609760698,26913.842609332725
12.377321554194564,27248.812969999428
12.415242218342582,26930.951749999385
12.424469169960846,26801.962317999434
12.44932761893888,26689.45071999942
12.432625921040632,26792.33391166606
12.414193317367074,27221.151224666108
