QALY,TotalCost
12.428420712000225,26306.6223563327
12.400570309273606,26697.758814666024
12.420939342434393,26307.32606999946
12.459884777035649,26050.03875933279
12.424054650618517,26418.15183233271
12.444007324349368,26187.37386833279
12.423191503020696,26410.546439332687
12.43490433523041,26526.789675999436
12.42454021624655,26349.417607999454
12.46168661451961,25904.30754066604
12.406817804592833,26584.64680466604
12.421855612360309,26254.83820666615
12.457509727211079,25974.902902666083
12.4082684113742,26656.046821999375
12.427837280016188,26182.622217332715
12.442851148307556,26123.51219633284
12.43555476878765,26075.22948466604
12.455232218782294,25883.12416333273
12.41313423034944,26457.853645999392
12.415148683767988,26138.671066666087
12.428399141971163,26403.58194999941
12.40418179499255,26444.439591999486
12.397259639614216,26739.306831332702
12.415488922274006,26479.373187332738
12.451700231850523,25990.08438266606
12.400002418023503,26440.782500666126
12.415837218273015,26467.786260666093
12.408952402536977,26707.59574166606
12.380888021096238,26832.749106666048
12.44386931704569,26074.635141666084
12.378177552600672,26735.941247999475
12.470021485411293,25795.566268666058
12.419479242779383,26379.230421332715
12.440591782275408,25986.43721866601
12.423927714294548,26287.124075999403
12.434930853360413,26354.88484466606
12.431319827418015,26372.373288666167
12.425149739165288,26252.092796666035
12.437109648519096,26186.930429332788
12.448946754531907,26286.326368666098
12.41836270750909,26544.623114666116
12.456817543323094,25913.033041332736
12.406164228917813,26694.66683533274
12.421484258596754,26314.277931332766
12.42489078233864,26234.42609199943
12.469206504126934,25864.49608399948
12.426654357780835,26607.97982466608
12.443473639259068,25904.20828999938
12.435868572279848,26034.179661666105
12.429906621892309,26165.077515999452
12.39842739369026,26563.45614266602
12.438021179823595,26327.40086599942
12.445789943380072,26096.558993999446
12.44971329721944,26139.51535799942
12.440203876818106,26240.68041733273
12.412031549383741,26454.12642733278
12.449644043709451,26248.44210999943
12.38878124011335,26769.14348333279
12.451133821818985,25822.9964659994
12.435803926001157,26619.03878733276
12.419943819032644,26217.656255999373
12.412046415831774,26386.444412666086
12.438933169782693,26327.947530666133
12.448195189871766,26142.413795999382
12.415329903950692,26186.747361332622
12.445762589429917,25911.655984332694
12.444608679543467,26068.487815332745
12.400215228713732,26568.307361332758
12.45242704069042,25977.343863666094
12.434028326725985,26081.18517766621
12.394003678969506,26835.256752999427
12.434902023793475,26263.705705666016
12.446158872412333,26115.854365999432
12.421501918469687,26593.753360666156
12.411786846815911,26640.86995399942
12.425090923080548,26247.51396599941
12.395636087856063,26620.516993999445
12.443865081969035,26201.01217199939
12.40783827763509,26526.22538066605
12.46782285705769,25878.521478999464
12.443223362123387,26171.855081999413
12.456762177292791,25992.896755666112
12.389514083581481,26885.827455666014
12.440140581979612,26003.489009666027
12.4161177185157,26156.30739466605
12.448036303014954,26131.849335999534
12.425200359348057,26087.190174999436
12.422270694310381,26606.593323999445
12.419106051527494,26309.543920666038
12.42516255025873,26232.478176666056
12.407648776757995,26705.767592999444
12.41697893310574,26189.429566666156
12.430534466779593,26355.342234666048
12.422859685838313,26268.251495666067
12.390093201860543,26613.336831332752
12.420842301987921,26338.335452666062
12.436751271357757,26144.77973033265
12.452437587398672,26019.89077866612
12.439877726956915,26132.290976999353
12.426890085081585,26544.165683999403
