QALY,TotalCost
12.648754800497542,25642.249572666606
12.62144382711813,25940.70872533324
12.646772095943389,25473.51548199989
12.673830484234937,25318.60611566651
12.645165579820246,25680.210815333317
12.669749674581416,25277.870028666584
12.644556234347409,25643.459074333237
12.658834510821118,25620.45006866657
12.638190594373873,25756.33479033318
12.68255445365045,25079.50433566659
12.627260572738404,25863.980649666577
12.643218956465605,25611.734896333302
12.670621433212792,25287.816259333318
12.62383965448443,25886.985551999922
12.649397228782979,25449.46600399987
12.664739569726061,25235.019522999963
12.654725231461098,25409.26927066654
12.669892737853019,25326.157635333235
12.638361312476876,25777.972744999865
12.643500609987568,25373.628407999942
12.646079927614105,25679.80753166654
12.625044172782733,25840.704557999958
12.616488296852054,26058.914261333153
12.636309189397311,25822.265302666547
12.671622059295531,25289.31908966653
12.625362129332359,25647.608930999857
12.63402995842835,25682.745355333223
12.630258458556181,25872.552705333288
12.604597478378647,26353.146811999828
12.661473183635168,25368.79903133322
12.610843915649525,26097.09449499997
12.684783599727885,25092.009967333288
12.64477471153776,25686.098205666553
12.661198462905004,25414.9963986666
12.643555154982469,25536.839426666622
12.657157342614079,25528.211068999895
12.65338922480714,25528.76903299994
12.634329841123124,25594.34672833323
12.653184671894877,25596.071883666555
12.663550933251388,25483.88428199987
12.629986257293222,25904.873557333307
12.6796893314075,25259.786040666535
12.62035597779464,25892.91821266654
12.645207692890876,25567.87125799995
12.648039314381206,25562.49639833327
12.686040474964502,25116.374416999926
12.64782725505485,25809.374737666596
12.662766322734246,25258.871908666515
12.65661104159122,25540.929792999905
12.647890833925034,25499.064725999873
12.61664946723241,25920.136200999932
12.659985169428888,25449.843726666593
12.668807397586095,25366.92613699998
12.667958812445574,25334.156490666584
12.659919884565808,25485.243889999925
12.638406279673543,25511.6936526666
12.674040341296342,25334.523545333235
12.614020984721924,26079.25538199993
12.678481400782077,25040.089429333235
12.66400361709791,25783.72600399988
12.643953173932134,25332.162439999858
12.638837397337738,25604.307736999894
12.652577327124211,25646.78153933326
12.660135127970966,25476.472136333246
12.633359417552661,25378.86807466664
12.665534947115189,25124.442436666544
12.667867011590529,25401.627973666564
12.623545278109702,25842.06939433327
12.662055168257702,25165.5460119999
12.651624787544662,25510.664205333254
12.617199324474651,26169.97842333333
12.652327624859995,25537.1978086666
12.663877104623161,25329.51689599989
12.64385421315524,25531.551522333284
12.628837215824664,25750.89239733329
12.639502329291167,25652.507655999903
12.620060566068249,25931.602450333314
12.666009142102242,25532.431339333212
12.63318054598151,25689.33090499994
12.68738446638181,25054.602975333284
12.662959901850655,25487.983000333228
12.685810759300756,25219.737724666567
12.606604212141226,26317.254526999906
12.668461013148216,25115.831095333233
12.635951270682112,25472.294252999956
12.665460985028318,25343.067727666552
12.652763067170742,25501.92403366662
12.645052843413952,25779.419805666595
12.64575876856016,25555.230158666553
12.645946738338326,25367.040353333254
12.625929199254111,25839.56953066661
12.641050349092623,25582.289705666626
12.648622310562722,25578.72897266658
12.64186573822625,25434.26913199996
12.61547768358496,25939.408867333277
12.637595980837558,25714.184670333238
12.654888422989217,25275.484019999887
12.679836786121307,25384.494608666555
12.6634038295225,25224.006414333253
12.654011970287552,25759.315980666594
