QALY,TotalCost
10.29221043832243,15641.39840623139
10.201390641117268,15404.660451110416
10.408517798841803,15881.003154340624
10.29734311634116,15610.816275264808
10.119016524768051,14988.18383162877
10.452184850410246,15983.025504997639
10.21502736736751,15705.929260824638
10.154876740054993,15391.680156505441
10.26297666125153,15150.760246431446
10.375483666131755,15718.937372147804
10.338927988699394,16141.77908751974
10.302476361156286,15802.141767334308
10.355993061624552,15447.23736157173
10.34421520721143,15628.82948129113
10.042453253971395,14894.784268876658
10.306217660822218,15397.300479666801
10.285162101859006,15473.763125382691
10.241906664588543,15436.396687852231
10.48003080737434,15787.414534311069
10.447643918869945,15847.38425325525
10.2291872907485,15854.074035137279
10.365075893083247,15714.985081555296
10.275320007892466,15786.48998787042
10.334668498194473,15642.680974450406
10.426738252458042,15908.431512435836
10.227015253875573,15581.475949812431
10.319180924109506,15459.257927100709
10.371066096912138,15788.119994652772
10.319693770874435,15962.071818757546
10.40614973344745,15598.571525168529
