QALY,TotalCost
10.26489708874311,16869.768483623004
10.175423654943902,16619.540234761753
10.377239815202927,17216.23400724018
10.272816558996542,16787.149447427753
10.104533347570012,16141.640622949124
10.426300151563755,17370.914586852276
10.179190789011495,17131.421856605863
10.128769402891443,16482.596949200575
10.23696475253467,16372.40399476966
10.357015347215718,16683.298612247265
10.317896109997827,17259.493043843675
10.28721233206741,16773.46575489384
10.33233741062178,16625.35510999274
10.31686035919139,16998.261973336434
10.014302453043907,16186.496412152777
10.27392505754983,16802.946423747486
10.267933700692884,16635.310795228503
10.208769762000726,16696.68409636657
10.459075599325665,17085.36044473225
10.427474085244908,17096.383523942695
10.208996664997068,16899.163463414137
10.346688542635729,16737.19127798669
10.245497227132352,17064.723290250233
10.31551483698272,16973.02129833951
10.38993730879703,17343.49813581158
10.195577273265984,16964.458270217612
10.297904203429923,16674.79447552265
10.348424503500718,16962.626414244107
10.296140212295667,17291.263437939837
10.371722719960736,16997.122948542725
