QALY,TotalCost
10.298633394111567,20866.5141642103
10.211203052478252,20609.91441950961
10.40987134770088,21123.265250005225
10.31540517156047,20756.805921618918
10.133016834543987,20082.226226322502
10.454127096243113,21354.269319958996
10.219091709427307,20929.09146693985
10.165929131512371,20519.022935678855
10.275690040343584,20423.198934972294
10.383827887616835,20695.257103244574
10.349830933879938,21325.856488574795
10.31930985368338,20863.448235797678
10.366909756334913,20791.035747843085
10.355108973893236,21093.194495326417
10.04661668541474,20138.62812945817
10.316774699468342,20719.338848340576
10.29888712134136,20639.987460111544
10.25887284842389,20590.17725697024
10.488607205113833,21177.88956966633
10.45824501641324,21142.746881864452
10.234042560410483,20930.49215195099
10.378053887522592,20854.145435043298
10.278774745936326,21038.94137170312
10.349835090420273,21181.558141026486
10.42606789327668,21304.821530026355
10.241900904383693,20909.01493155446
10.32448230621594,20759.499277755207
10.382953752351,21154.992940746302
10.334600083478163,21426.581043236783
10.401065317383614,21081.148178695337
