QALY,TotalCost
12.669092044505943,24466.109920666877
12.640068799947999,24998.0193180003
12.623394752786728,24897.52644866699
12.620675849463895,25190.81636866696
12.640260486669497,25258.24747066701
12.662283236592986,24957.214004000347
12.608592924143217,25250.814372000277
12.617095494079644,25242.70342666697
12.64433741391969,24804.214420666955
12.647257669489363,24858.243200000285
12.636015522989556,25187.791846666973
12.675047197021376,24376.649972000305
12.635085355597768,24991.897157333624
12.61797373649424,24732.1890420003
12.660341103685832,24816.504070333645
12.6660648410953,24582.050404666952
12.63476382430293,25133.810676000317
12.647444216898284,24908.33237333365
12.628098448399253,25235.602651333596
12.666284298997104,24616.095958667014
