QALY,TotalCost
12.694911111176037,24959.872892666568
12.64931950546005,25859.946967999862
12.641777556442133,25624.17734666659
12.636241408959028,25553.394573666523
12.627545024530889,25847.901098999904
12.670110176885547,25307.51580233325
12.644889129963321,25545.34104199986
12.66133222626276,25387.466021666634
12.641017011215899,25733.17349966658
12.663931860854374,25442.938789333235
12.663400534698953,25356.856665999858
12.66864078937145,25310.895286666597
12.67043633964896,25396.978180333215
12.6725866422719,25268.657739333255
12.66758950482785,25065.41313733325
12.613636794479163,25913.884894999905
12.657817260255298,25756.855909333284
12.654180977811013,25225.71401166654
12.645093006741892,25517.739898333228
12.619662747060817,26090.438666999915
