QALY,TotalCost
12.407853572128026,28975.547707999325
12.38238897640698,29228.850048665925
12.395244712444152,28895.003711332614
12.438893925358936,28773.867857332596
12.401513222928054,29097.404261999294
12.423820235259234,28898.00350333264
12.405951041418055,29128.186829999322
12.414923053067115,29206.72126466599
12.398646536080053,28988.17755066595
12.443247619234448,28536.661761999265
12.380731824143169,29299.963321332554
12.397991733113738,29026.603397999297
12.43963690678187,28626.99256399933
12.385959465818834,29352.17401933261
12.41042964386624,28889.407858665953
12.425257045655481,28790.481887332622
12.411384220614494,28729.547337999273
12.429486174876477,28599.961161332663
12.392299304323215,29138.477777999266
12.394328452366736,28853.206211332603
12.400070701425104,29135.884606665953
12.37947790619868,29138.3208353326
12.370510212570839,29506.516696665913
12.39129564005718,29163.425947999323
12.442491782444414,28667.814369665957
12.380940358314486,29172.42603133263
12.393292341259457,29086.872245332554
12.38168846204137,29340.50834399927
12.354597844844314,29529.233898332546
12.417051571587006,28709.0371919993
12.360028601780636,29428.857516665925
12.445828169807898,28496.375233332656
12.398335102991242,29018.398716665968
12.414778124219382,28722.134559999264
12.40198245538185,28958.516133332585
12.409658666409344,29011.370567332615
12.419146676928891,28997.008632665926
12.402275207900583,28977.81217933264
12.422449330062364,28853.253735332608
12.43212946932287,29017.554888665934
12.396008170572433,29312.504955332653
12.439226538460069,28627.262332665963
12.382935938207527,29335.786064665965
12.402252855847163,28948.236179999232
12.399858540071111,28875.45918799927
12.449934163627004,28594.853429999315
12.404869764284248,29321.81630999924
12.418961143948605,28594.17001999926
12.413462726259896,28810.410203332667
12.405345491508058,28925.387495332663
12.371478820834893,29289.643409999255
12.41330045817944,29003.58438533259
12.426087574544031,28773.643683999333
12.430833768056912,28776.338676665942
12.413917395545154,29012.448144665916
12.386570983551923,29068.92295066592
12.432449990946452,28875.419354665933
12.370627471523093,29442.223450999245
12.434504293242028,28465.995220665995
12.423981025787793,29186.166183332647
12.397939337428133,28973.3659876659
12.395363823609742,29131.58326666597
12.419571156551894,28947.644468665963
12.426246735648228,28875.148516665904
12.382719345184018,28834.148781332584
12.423599004939888,28595.335273332617
12.425305368310628,28763.00896666593
12.380073970711491,29245.767989999298
12.433361043837975,28616.69807666593
12.406042277687972,28863.035870665946
12.37103433335286,29460.54539199929
12.415025871520415,28965.84508333267
12.42335491521212,28754.082844665936
12.399747268028399,29199.092029332616
12.390309532332962,29269.048780666
12.398974087262564,28983.09397266595
12.369014929836421,29285.2059693326
12.419658607877206,28942.67977466596
12.39045336564748,29199.06599066593
12.447020446611537,28644.313593999283
12.414730342004933,28907.558327332616
12.439939637747822,28703.674739332677
12.363887261904024,29622.048326999287
12.42116109797285,28773.26428599929
12.392987766679823,28873.53701399923
12.428312469285448,28826.926887332644
12.407206118836317,28759.7200933326
12.403932021990615,29246.225263332595
12.407284568861654,29019.4173386659
12.403621484643677,28967.634851999308
12.38813720801097,29364.739099332583
12.400773075078474,28948.222502665933
12.41204969874821,29003.74895199928
12.395862742522542,29019.876405332587
12.368388269129454,29328.568859332638
12.395120908969734,29013.57076599919
12.418199211568368,28805.486597999254
12.438864467106452,28721.244230999277
12.425923320596532,28767.71955399925
12.399289902826713,29233.78234399922
