QALY,TotalCost,MD,IOPfollow,TE1,TE2,CE,Under5,Under10,nonConversion,withLife,LifeTime
24.00468473852121,5253.587714680278,-2.4833022253942874,22.587116651431785,0.017024174327545116,0.0,0.3908750425604358,0.03438883214164113,0.22744296901600272,0.7095675859720804,2937,27.578128192032676
24.097777575459865,5431.990813053544,-2.613544997097026,22.544210546297286,0.0197884680996247,0.0,0.4029341521664961,0.03616513135448653,0.23370863186625726,0.7103377686796315,2931,27.72816018423745
23.950582859254823,5239.083591751942,-2.4449213291099468,22.588094267332853,0.018758526603001365,0.0,0.3918826739427012,0.033083219645293316,0.22510231923601637,0.720668485675307,2932,27.516787460209173
24.06419107644896,5275.98545343275,-2.550249189634784,22.56379595595625,0.020164046479835954,0.0,0.37593984962406013,0.03588516746411483,0.23923444976076555,0.7071086807928914,2926,27.657464684438356
23.964738785726222,5368.4565318055975,-2.671004605872821,22.484023602940198,0.02354948805460751,0.0,0.3873720136518771,0.03651877133105802,0.24675767918088737,0.6866894197952218,2930,27.56687571103525
24.001769712969168,5270.063764513978,-2.497602923320445,22.530233055078337,0.020463847203274217,0.0,0.37755798090040926,0.032060027285129605,0.2268076398362892,0.708731241473397,2932,27.588244656662102
23.79524563613005,5296.469607046091,-2.543571190288471,22.529216735114062,0.02111716621253406,0.0,0.3756811989100817,0.036444141689373294,0.236716621253406,0.7036784741144414,2936,27.36484304041779
24.091903759839465,5248.833897912493,-2.4619619177536163,22.59410848966494,0.018524871355060035,0.0,0.3849056603773585,0.033276157804459694,0.23807890222984562,0.7186963979416809,2915,27.681380789022285
23.63212664883528,5141.944082185021,-2.399029076029179,22.545898304909358,0.016399043389135635,0.0,0.3846942261701401,0.039289374786470786,0.22309531943969935,0.7113085070037581,2927,27.150903940325694
23.879584770851448,5242.953365721434,-2.5129088884685675,22.55452546979302,0.02041510717931269,0.0,0.3885675399795849,0.030622660768969037,0.23375297720313032,0.7022796869683566,2939,27.446352217307464
