QALY,TotalCost,MD,IOPfollow,TE1,TE2,CE,Under5,Under10,nonConversion,withLife,LifeTime
23.701139002408514,6556.6527040031215,-4.361761242338419,21.710305420735562,0.03404834865509023,0.0,0.4218590398365679,0.07150153217568948,0.3592100783112019,0.49880830779707186,2937,27.533334752014504
23.827224159487756,6571.433846123602,-4.3082121251037275,21.733382126624512,0.04196519959058342,0.0,0.42067553735926305,0.06687137495735244,0.35482770385533946,0.5056294779938587,2931,27.68629165245078
23.633321155824145,6678.502053233072,-4.468267674025041,21.629060837847113,0.0344474761255116,0.0,0.43076398362892226,0.07060027285129604,0.36732605729877216,0.4873806275579809,2932,27.46569179172349
23.76980546144818,6598.667932345859,-4.373623568000906,21.695452015274515,0.03725222146274778,0.0,0.4354066985645933,0.0721120984278879,0.3568010936431989,0.5020505809979494,2926,27.61700558213714
23.71877715653414,6475.219952542277,-4.271886749783368,21.742408955657478,0.03993174061433447,0.0,0.41911262798634813,0.06313993174061433,0.3696245733788396,0.5054607508532423,2930,27.52879266211601
23.744220044160016,6504.712155881028,-4.2298218513374435,21.769624019596172,0.03342428376534789,0.0,0.4382673942701228,0.07025920873124147,0.35470668485675305,0.519781718963165,2932,27.54976267621644
23.53146074807939,6479.779946770958,-4.287973500339211,21.68506723649189,0.036103542234332424,0.0,0.4138283378746594,0.07867847411444141,0.358991825613079,0.5006811989100818,2936,27.31679581062668
23.795518910197966,6554.694470220017,-4.28284161259374,21.718851587929507,0.033962264150943396,0.0,0.4332761578044597,0.06758147512864494,0.3595197255574614,0.5104631217838765,2915,27.632474271011983
23.356681555195337,6356.36357941766,-4.1862881406794,21.750473080996596,0.037239494362828834,0.0,0.41100102494021185,0.06867099419200547,0.3614622480355313,0.5097369320122993,2927,27.106717628971616
23.6174191696216,6476.1510224103395,-4.152316755187423,21.71169089296707,0.040149710785981625,0.0,0.4270159918339571,0.07723715549506635,0.33787002381762504,0.5165022116366111,2939,27.403929908131992
