QALY,TotalCost,MD,IOPfollow,TE1,TE2,CE,Under5,Under10,nonConversion,withLife,LifeTime
23.755524469178912,6483.797925962626,-3.6440567502595873,16.757331907582806,0.02247191011235955,0.0,0.4160708205652026,0.11201906707524685,0.30303030303030304,0.48586993530813755,2937,27.537630518669832
23.891798856561905,6518.139931027925,-3.69847348849382,16.745895516508256,0.019447287615148412,0.0,0.4090754008870693,0.11668372569089049,0.2995564653701808,0.48004094165813715,2931,27.693615660184225
23.67399641451947,6527.416803411951,-3.699618124677641,16.766666636690477,0.02694406548431105,0.0,0.40859481582537516,0.12244201909959072,0.29979536152796726,0.4757844474761255,2932,27.460035811732585
23.806607042213553,6615.064762354503,-3.733561762085972,16.712807020496335,0.022898154477101845,0.0,0.4319890635680109,0.12747778537252222,0.3041695146958305,0.4774436090225564,2926,27.627600250626546
23.773026639513088,6461.297654377555,-3.6392222322860848,16.77836219457042,0.021501706484641638,0.0,0.4286689419795222,0.10170648464163823,0.30580204778156994,0.4907849829351536,2930,27.53976535836176
23.76947550756862,6504.977772929366,-3.6479725699306846,16.770596390230526,0.021828103683492497,0.0,0.4253069577080491,0.11255115961800818,0.3072987721691678,0.4826057298772169,2932,27.5607108344702
23.540140740154087,6547.0584942449395,-3.7439167294612323,16.758760906434507,0.02282016348773842,0.0,0.4196185286103542,0.11852861035422343,0.30517711171662126,0.4792234332425068,2936,27.31814401680289
23.85505931845729,6519.7094095228285,-3.613897245893967,16.77204305524386,0.023327615780445968,0.0,0.43636363636363634,0.11389365351629503,0.29845626072041165,0.4963979416809606,2915,27.6422913093196
23.40689094113169,6352.514206926334,-3.5633200691831504,16.773161522407605,0.020840450973693202,0.0,0.416809019473864,0.1151349504612231,0.2900580799453365,0.4936795353604373,2927,27.120259651520314
23.619669626283297,6585.475790354663,-3.754359058669323,16.753641335605103,0.02449812861517523,0.0,0.4355222864920041,0.1279346716570262,0.2919360326641715,0.48485879550867644,2939,27.41458404219121
