QALY,TotalCost,MD,IOPfollow,TE1,TE2,CE,Under5,Under10,nonConversion,withLife,LifeTime
24.036634187343324,5398.191051537447,-2.135781466218818,16.902894307765976,0.010895471569628872,0.0,0.3765747361252979,0.05652025876744978,0.1967994552264215,0.6959482465100443,2937,27.607946033367373
24.167535859515862,5437.027130230204,-2.0909139288180674,16.878292219570596,0.012623677925622655,0.0,0.39167519617877855,0.05629477993858751,0.1896963493688161,0.7103377686796315,2931,27.74740844990332
23.980226295343023,5346.542984382379,-2.086317030774916,16.922938188004164,0.011596180081855388,0.0,0.3922237380627558,0.059345156889495224,0.19781718963165076,0.7012278308321964,2932,27.524576512050928
24.113597021567884,5437.131124083,-2.191167237614743,16.895568866420625,0.01161995898838004,0.0,0.38345864661654133,0.06151742993848257,0.19890635680109364,0.6968557758031442,2926,27.696475563909768
24.037709277978692,5400.948961139001,-2.1323769770621377,16.9010220725478,0.017064846416382253,0.0,0.3839590443686007,0.051535836177474405,0.20341296928327646,0.7023890784982935,2930,27.607181456200216
24.062613007812494,5365.098723853637,-2.0708710296148647,16.90956748745877,0.01227830832196453,0.0,0.38267394270122784,0.06821282401091405,0.1971350613915416,0.7053206002728513,2932,27.623259151887215
23.79851995628877,5465.6013637290735,-2.2169098431604226,16.90982999758926,0.0194141689373297,0.0,0.3801089918256131,0.07322888283378746,0.19448228882833787,0.6897138964577657,2936,27.371674897820153
24.14396663924702,5341.676229635786,-2.13231314395118,16.903957935298052,0.009262435677530018,0.0,0.3910806174957118,0.049399656946826756,0.2078902229845626,0.7060034305317324,2915,27.708985134362486
23.682233368035313,5271.310716175101,-2.1113827074534384,16.932937315128935,0.013665869490946362,0.0,0.3840109326955928,0.06047147249743765,0.20635462931329004,0.6935428766655278,2927,27.180076301104645
23.899037127560945,5487.289625988573,-2.296663384174438,16.889187204523743,0.012929567880231372,0.0,0.3933310649880912,0.07111262334127254,0.20653283429738006,0.6743790404899626,2939,27.472068163774512
