QALY,TotalCost,MD,IOPfollow,TE1,TE2,CE,Under5,Under10,nonConversion,withLife,LifeTime
24.202770429231087,4768.810686348162,-1.2165653956192513,16.984546215135314,0.006128702757916241,0.0,0.3585291113381001,0.027579162410623085,0.1201906707524685,0.8352059925093633,2937,27.64958290772897
24.320517684526934,4804.424428316637,-1.2297607762090565,16.95677829136528,0.007505970658478335,0.0,0.3654042988741044,0.03411804844762879,0.12077789150460594,0.8358921869669055,2931,27.79651711588763
24.124441379264052,4747.973692464872,-1.2069046339718434,16.991235282773,0.0047748976807639835,0.0,0.3564120054570259,0.029331514324693043,0.11800818553888132,0.8393587994542974,2932,27.55970611641655
24.300172442648353,4673.90724292465,-1.1155545015744477,16.999340586052135,0.007518796992481203,0.0,0.36192754613807243,0.025974025974025976,0.12679425837320574,0.8414217361585783,2926,27.73960611756664
24.19792518317455,4754.507110212149,-1.2116614553182532,16.98980754942354,0.006825938566552901,0.0,0.35733788395904437,0.03549488054607509,0.12218430034129693,0.8334470989761092,2930,27.645675483503975
24.2205273174251,4755.256543432939,-1.1581502380119812,16.970943231953466,0.008526603001364257,0.0,0.36664392905866305,0.02796725784447476,0.11493860845839017,0.844474761255116,2932,27.662467314688488
23.988321234864337,4801.626699662328,-1.2744427748630425,16.99958482480465,0.008174386920980926,0.0,0.3525204359673024,0.02997275204359673,0.11750681198910082,0.8341280653950953,2936,27.419964804722973
24.279346119384737,4780.7114195718095,-1.2344331743627115,16.96785817386466,0.007204116638078902,0.0,0.35197255574614067,0.03018867924528302,0.12452830188679245,0.8411663807890223,2915,27.74745711835334
23.84407468639016,4631.861116858395,-1.0948041654495624,17.01160739497719,0.006832934745473181,0.0,0.3536043730782371,0.029723266142808336,0.10796036897847626,0.8534335497096003,2927,27.226255551759472
24.104801978474992,4638.759381516843,-1.069649934935415,17.008973233617535,0.007145287512759442,0.0,0.3511398434841783,0.031303164341612795,0.10854031983667914,0.8479074515141205,2939,27.519762957922193
