QALY,TotalCost
12.629043071708328,26065.510264666627
12.610371498129483,26639.77220800005
12.591706804183413,26620.031629333396
12.587390899357926,26798.832656666764
12.603990899754708,27014.200977333418
12.63134057466666,26574.79430800007
12.578492403028644,26966.711536000126
12.581341029222415,26874.368122666776
12.608491091942152,26344.720855333446
12.620146577282048,26540.14721066668
12.602938874773423,26672.304575999966
12.64452670967174,26064.457477333268
12.596122901687341,26642.52714466672
12.586750817015593,26432.0272826667
12.621665642515188,26466.466152666704
12.62869867297574,26213.279053333496
12.6074287592729,26637.123498000044
12.6155055285754,26509.260277333364
12.592363711317844,26942.038532000093
12.631880662833682,26274.408774666706
