QALY,TotalCost
12.46547861485504,26353.813417999423
12.415474347678792,27222.893834666083
12.41097179623046,26960.891050666058
12.410481931653562,26915.590850666147
12.391506773366054,27299.993315666103
12.441785026464487,26660.78271999948
12.409024451210692,27141.930937332734
12.432891931951085,26825.05507666612
12.406962600062082,27178.72547533272
12.430581137169938,26731.507082666078
12.432251741740819,26798.41433399945
12.442127987544627,26685.127771999458
12.444717374786478,26824.221557999495
12.437807692251164,26624.235851332734
12.444329192643913,26449.139869999428
12.376555312131813,27395.92690633267
12.427768371566406,27019.188503332778
12.423388153158873,26783.179827332726
12.412932832346211,26924.589503999483
12.386844152085143,27401.011885999385
